alert_id,source_system,device_name,device_identifier,organization_name,network_name,alert_type,severity,alert_message,occurred_at,ingestion_time,alert_category,alert_hour,alert_day,severity_score,device_alert_count
MTE3NTAxNjAyNzA5MzE3NzA4NSwxMzA0MzQ1Nzc3OTgxNjU3Mzg5,Auvik,dyoOBTdepotsw03.dyopathcorp.com,MTE3NTAxNjAyNzA5MzE3NzA4NSwxMTk1MjczMzc3MTI4NzgwMzI5,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24P-L

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up. 
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 14:56:10.534000,2026-03-14 14:28:23.482325,Device Down,14,2025-11-25,,9
MTE3NTAxNjAyNzA5MzE3NzA4NSwxMzA0MzQ1Nzc3OTgxNzIyOTI1,Auvik,dpOBTlabsw01.dyopath.com,MTE3NTAxNjAyNzA5MzE3NzA4NSwxMTg1MTI3Njc4MTgxNTQ0NTAw,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C2960XR-48FPD-I

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up. 
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 14:56:10.534000,2026-03-14 14:28:23.482325,Device Down,14,2025-11-25,,9
MTE3NTAxNjAyNzA5MzE3NzA4NSwxMzA0MzQ1Nzc3OTgxNzU1Njkz,Auvik,dyoOBTdepotsw02.dyopathcorp.com,MTE3NTAxNjAyNzA5MzE3NzA4NSwxMzA0MzQ1NzY5NDg4MTkxNzg5,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C3560X-24T-S

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up. 
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 14:56:10.534000,2026-03-14 14:28:23.482325,Device Down,14,2025-11-25,,10
MTI5NDE4NDU0ODE3MDE0MjQ2MSwxMzA0MzQ1NzYzODM3ODc1MDcz,Auvik,slhvSCsw02,MTI5NDE4NDU0ODE3MDE0MjQ2MSwxMzA0MzQ1NzY3MDEyOTMwNDMz,HVP SLHV South County,,Network Element Offline,Unknown,"This network element has gone offline   Meraki MS225-48FP

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up. 
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 14:56:16.341000,2026-03-14 14:28:23.482325,Device Down,14,2025-11-25,,29
MTA4MzgxOTEyOTIzODk1MDY1MywxMzA0MzQ1NzYxNzYxNDk38863,Auvik,DMG-SLO-AP03,MTA4MzgxOTEyOTIzODk1MDY1MywxMDkzNzg0NDM2MzE1Njg5NTI2,Ambient Enterprises DMG San Luis Obispo,,Access Point Offline,Warning,This network element has gone offline   Ubiquiti U6+,2025-11-25 15:00:06.117000,2026-03-14 14:28:23.482325,Device Down,15,2025-11-25,2.0,11
MTE2NzQyMDIwMzUzMTg2Njg3NywxMzA7NjY4MjcxMzU1ODkx9192,Auvik,GigabitEthernet1/0/4 on dyoOBTextsw01.dyopath.com,MTE2NzQyMDIwMzUzMTg2Njg3NywxMTg1MTI3NjkwNTA2OTMz3192,DYOPATH Oakbrook Terrace,,Interface Status Mismatch,Warning,Interface GigabitEthernet1/0/4 (Connection to Lab-Depot ASAx Outside Gi1/2) on dyoOBTextsw01.dyopath.com is administratively Up and has gone Down. It's connected to wan2 on dyo-sch-fw01a.,2025-11-25 15:02:29.787000,2026-03-14 14:28:23.482325,Other,15,2025-11-25,2.0,3
MTEzOTQ0OTI3MTk4NzI3ODU4OSwxMzA0MzQ1N7771366781208,Auvik,asa5515x-02.kslinc.net,MTEzOTQ0OTI3MTk4NzI3ODU4OSwxMzA0MzQ1N7771366781208,HVP SLHV Data Center,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.42 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 15:04:46.402000,2026-03-14 14:28:23.482325,Network Issue,15,2025-11-25,3.0,1
ODYwNDE2MjgzNzY5NTQxM373LDEzMDQzNDU3Nzc5831559085,Auvik,asav-03.dyopathcorp.com,ODYwNDE2MjgzNzY5NTQxM373LDEyNzcyNzE2NzI2NjUxMTY7z32,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.36 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 15:05:14.347000,2026-03-14 14:28:23.482325,Network Issue,15,2025-11-25,3.0,1
MTE3NTAxNjAyNzA5MzE3NzA4NSwxMzA0MzQ1N777981788461,Auvik,dpOBTlabsw02.dyopath.com Member 3,MTE3NTAxNjAyNzA5MzE3NzA4NSwxMjU2MTQyMDk0M373720290,DYOPATH Oakbrook Terrace Lab/Depot,,Network Element Offline,Unknown,"This network element has gone offline   Cisco WS-C2960XR-48FPD-I

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up. 
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 15:06:10.534000,2026-03-14 14:28:23.482325,Device Down,15,2025-11-25,,1
"MTI5NDE4NDU0ODE3MDE0MjQ6,MTI5NDE4NDU0ODE3MDE0MjQ7",Auvik,slhvSCsw03,"MTI5NDE4NDU0ODE3MDE0MjQ21,MTI5NDE4NDU0ODE3MDE0MjQ6",HVP SLHV South County,,Network Element Offline,Unknown,"This network element is now online   Meraki MS225-48FP

SD Tasks
VPN into client/Log into Meraki portal depending on device
Connect to nearest connected device (IE, if it's a server out, connect to connected switch to validate interface status)
If it's up: problem with Auvik: Open support ticket with Auvik via Support option in lower right
If down, verify ISP is showing site as up. 
If ISP shows down, begin crisis management, Validate power on device with client
If power is good, warm handoff to IS - Networking team
If you cannot contact the client, hold off on warm handoff until Power can be verified.",2025-11-25 15:06:16.341000,2026-03-14 14:28:23.482325,Device Down,15,2025-11-25,,1
ODYwNDE2MjgzNzY5NTQxMzczLDY3NDIxOTc0MDg5MDEwNjg2Mjk,Auvik,asa5515x-01.kslinc.net,ODYwNDE2MjgzNzY5NTQxMzczLDk3MDc1MjIyMjM4MzAxOTAwNjI,DYOPATH Azure Central,,VPN remote gateway is Lost,Critical,"The VPN remote gateway 12.207.114.35 has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",2025-11-25 14:44:29.143000,2026-03-14 15:01:07.518029,Network Issue,14,2025-11-25,3.0,60
MTE3NTAxNjAyNzA5MzE3NzA4NSw1NzgzNDgxODc0NTI4MDQyODI2,Auvik,Adaptive Security Appliance 'outside' interface on dpOBTfw01.dyopathcorp.com,MTE3NTAxNjAyNzA5MzE3NzA4NSw1NjQ1NzkzMjE4MzQ4MTI3NTMx,DYOPATH Oakbrook Terrace Lab/Depot,,Internet Connection is Lost,Unknown,"The internet connection for this default gateway (12.207.114.41) has been lost

VPN/Direct connect to device in question
Validate interface status
Contact carrier and verify circuit status, if no LOA/support information, contact POC
If status is good, Initiate Crisis management, warm handoff to IS - Networking",2025-11-25 14:45:01.783000,2026-03-14 15:01:11.532209,Other,14,2025-11-25,,22
607985949737422041,Meraki,JB-CLACKAMAS-FW,Q2KY-6Z7H-6UUS,Ambient Enterprises - Johnson Barrow, JB Clackamas,VPN connectivity changed,Warning,VPN connectivity changed,2025-11-25 17:57:22.936000,2026-03-14 14:04:46.782289,Network Issue,17,2025-11-25,2.0,2
607985949737422042,Meraki,JB-CLACKAMAS-FW,Q2KY-6Z7H-6UUS,Ambient Enterprises - Johnson Barrow, JB Clackamas,VPN connectivity changed,Warning,VPN connectivity changed,2025-11-25 17:57:22.936000,2026-03-14 14:04:46.782289,Network Issue,17,2025-11-25,2.0,2
652458996026434511,Meraki,MH-BoiseOffice-MX,Q2KY-LGTN-PKCD,Ambient Enterprises, MH - Boise Main Office,Client IP conflict detected,Warning,Client IP conflict detected,2025-11-26 16:57:36.083000,2026-03-14 14:04:46.782289,Other,16,2025-11-26,2.0,2
652458996026434512,Meraki,MH-BoiseOffice-MX,Q2KY-LGTN-PKCD,Ambient Enterprises, MH - Boise Main Office,Client IP conflict detected,Warning,Client IP conflict detected,2025-11-26 16:57:36.083000,2026-03-14 14:04:46.782289,Other,16,2025-11-26,2.0,2
607985949737427753,Meraki,JB-SEATTLE-FW,Q2YN-US2S-2S5N,Ambient Enterprises - Johnson Barrow, JB Seatle,Client IP conflict detected,Warning,Client IP conflict detected,2025-11-26 16:56:50.772000,2026-03-14 14:04:46.782289,Other,16,2025-11-26,2.0,3
607985949737427752,Meraki,JB-SEATTLE-FW,Q2YN-US2S-2S5N,Ambient Enterprises - Johnson Barrow, JB Seatle,Client IP conflict detected,Warning,Client IP conflict detected,2025-11-26 16:56:50.772000,2026-03-14 14:04:46.782289,Other,16,2025-11-26,2.0,3
607985949737427751,Meraki,JB-SEATTLE-FW,Q2YN-US2S-2S5N,Ambient Enterprises - Johnson Barrow, JB Seatle,Client IP conflict detected,Warning,Client IP conflict detected,2025-11-26 16:56:50.772000,2026-03-14 14:04:46.782289,Other,16,2025-11-26,2.0,3
133560325855,Meraki,laptop-74.knight.com,4310f08a-3af6-48f6-8ea7-298f05b26f3a,Edwards-Rodriguez,he,High traffic,Critical,Port failure,2026-03-14 09:07:34.765465,2026-03-14 14:40:55.029788,Other,9,2026-03-14,3.0,1
738929320699,Meraki,laptop-22.fields.com,99a02111-8b2f-4524-93fc-fe64776f8c39,"Figueroa, White and Shelton",save,High traffic,Critical,VPN connectivity changed,2026-03-14 09:07:34.768465,2026-03-14 14:40:59.034435,Other,9,2026-03-14,3.0,1
820105379965,Meraki,laptop-64.hickman.com,67d6145c-37b9-41b6-8adc-9c53fc0d205c,"Wells, Sanchez and Shepherd",head,High traffic,Warning,VPN connectivity changed,2026-03-14 09:07:34.771470,2026-03-14 14:41:01.036004,Other,9,2026-03-14,2.0,1
361395362692,Meraki,lt-48.johnson.com,4c4651d6-34a8-40f7-8350-e23244afb91d,"Tran, Hall and West",someone,High traffic,Critical,Port failure,2026-03-14 09:07:34.775463,2026-03-14 14:41:02.038168,Other,9,2026-03-14,3.0,1
622316969339,Meraki,srv-75.roberson.com,86cf6531-9cb3-4a0d-867a-d6ac50cc8b35,"Heath, Rivera and Guzman",in,High traffic,Critical,Device offline,2026-03-14 09:07:34.778467,2026-03-14 14:41:05.040170,Other,9,2026-03-14,3.0,1
242094996743,Meraki,email-76.rivera-espinoza.com,f80c437f-5f94-41ee-ae76-868916e25c1e,"Maldonado, Wilson and Nichols",what,VPN connectivity changed,Warning,Port failure,2026-03-14 09:07:34.781485,2026-03-14 14:41:06.042420,Network Issue,9,2026-03-14,2.0,1
661107301075,Meraki,srv-88.hanson.com,ad2eaef2-ba07-45b6-963b-4b5ec984461c,"Haynes, Butler and Rich",world,High traffic,Critical,Port failure,2026-03-14 09:07:34.783495,2026-03-14 14:41:10.044142,Other,9,2026-03-14,3.0,1
579781640792966237,Meraki,AZC-EDGE66,AFBB-ZPH3-CKLM,DYOPATH Azure Central, AZC Andersonfurt,VPN connectivity changed,Warning,VPN connectivity changed,2025-11-25 17:30:35.000000,2026-03-14 15:02:28.849129,Network Issue,17,2025-11-25,2.0,14
579781640792966238,Meraki,AZC-EDGE66,AFBB-ZPH3-CKLM,DYOPATH Azure Central, AZC Andersonfurt,VPN connectivity changed,Warning,VPN connectivity changed,2025-11-25 17:30:35.000000,2026-03-14 15:02:32.854028,Network Issue,17,2025-11-25,2.0,14
1373707380,NCentral,LBTAMAG01,10.108.6.90,Ocean Point Terminals (LTB),,Disk,Critical,"Total disk size: 159.66 GB
Disk space used: 149.38 GB
Disk free space: 10.27 GB
Disk Usage: 94.00 %
",2025-11-23 08:19:01.000000,2026-03-14 14:13:58.560982,Disk Issue,8,2025-11-23,3.0,41
f7e7d7cb6c01f13738ea932da9b54103,NCentral,AmesUtility,10.0.4.6,Wyffels,,Agent Status,Info,Agent check-in interval: 0.00 sec,2025-11-25 08:36:16.000000,2026-03-14 14:13:58.560982,Other,8,2025-11-25,1.0,93
114438651352541822,Meraki,slhvDC-EDGE25,23GC-9X4V-7FEW,HVP SLHV Data Center, slhvDC Port Vincent,Port failure,Warning,Port failure,2025-11-25 17:37:54.000000,2026-03-14 17:06:27.775001,Other,17,2025-11-25,2.0,89
1183555028,NCentral,NJ-EX01,192.168.1.85,Wedgewood Pharmacy,,Exchange Database 2016,Critical,"Database Page Fault Stalls: 0.00 Transactions/Second
Database cache Percent Hit: 0.00 %
Log Record Stalls : 0.00 Transactions/Second
Log Threads Waiting: 0",2025-11-25 08:31:08.000000,2026-03-14 14:13:58.560982,Other,8,2025-11-25,3.0,33
0d0be405fc213a4222348a5f6322578a,NCentral,AmesUtility,10.0.4.6,Wyffels,,Connectivity,Info,"Packet Loss: 0.00 %
 Time To Live: 124.00 Hops
 Average Round Trip Time: 17.00 msec
 DNS Resolution: True",2025-11-25 08:38:09.000000,2026-03-14 14:13:58.560982,Other,8,2025-11-25,1.0,93
970858591,NCentral,LBTDC001,10.108.1.1,Ocean Point Terminals (LTB),,Windows Event Log,Critical,"Event Log Module Status: 0
The Last Record Number of the eventlog type that current event entry belongs to: 0
# of duplicate events: 1.00 Events
Source: NETLOGON
Category: None
Event ID: 5807
User (If Applicable): N/A
Computer: LBTDC001.LBTERMINALS.COM
Event Description: During the past 4.10 hours there have been 3 connections to this Domain Controller from client machines whose IP addresses don't map to any of the existing sites in the enterprise. Those clients, therefore, have undefined sites and may connect to any Domain Controller including those that are in far distant locations from the clients. A client's site is determined by the mapping of its subnet to one of the existing sites. To move the above clients to one of the sites, please consider creating subnet object(s) covering the above IP addresses with mapping to one of the existing sites.  The names and IP addresses of the clients in question have been logged on this computer in the following log file '%SystemRoot%\debug\netlogon.log' and, potentially, in the log file '%SystemRoot%\debug\netlogon.bak' created if the former log becomes full. The log(s) may contain additional unrelated debugging information. To filter out the needed information, please search for lines which contain text 'NO_CLIENT_SITE:'. The first word after this string is the client name and the second word is the client IP address. The maximum size of the log(s) is controlled by the following registry DWORD value 'HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Netlogon\Parameters\LogFileMaxSize'; the default is 20000000 bytes.  The current maximum size is 20000000 bytes.  To set a different maximum size, create the above registry value and set the desired maximum size in bytes.
Event Log Name: System
Event Log Type: warning
Event Log Date Time: 2025-11-25 10:35:56",2025-11-25 08:45:57.000000,2026-03-14 14:13:58.560982,Other,8,2025-11-25,3.0,33
1132835688,NCentral,LBTDC001,10.108.1.1,Ocean Point Terminals (LTB),,Windows Event Log,Critical,"Event Log Module Status: 0
The Last Record Number of the eventlog type that current event entry belongs to: 0
# of duplicate events: 1.00 Events
Source: NETLOGON
Category: None
Event ID: 5807
User (If Applicable): N/A
Computer: LBTDC001.LBTERMINALS.COM
Event Description: During the past 4.10 hours there have been 3 connections to this Domain Controller from client machines whose IP addresses don't map to any of the existing sites in the enterprise. Those clients, therefore, have undefined sites and may connect to any Domain Controller including those that are in far distant locations from the clients. A client's site is determined by the mapping of its subnet to one of the existing sites. To move the above clients to one of the sites, please consider creating subnet object(s) covering the above IP addresses with mapping to one of the existing sites.  The names and IP addresses of the clients in question have been logged on this computer in the following log file '%SystemRoot%\debug\netlogon.log' and, potentially, in the log file '%SystemRoot%\debug\netlogon.bak' created if the former log becomes full. The log(s) may contain additional unrelated debugging information. To filter out the needed information, please search for lines which contain text 'NO_CLIENT_SITE:'. The first word after this string is the client name and the second word is the client IP address. The maximum size of the log(s) is controlled by the following registry DWORD value 'HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Netlogon\Parameters\LogFileMaxSize'; the default is 20000000 bytes.  The current maximum size is 20000000 bytes.  To set a different maximum size, create the above registry value and set the desired maximum size in bytes.
Event Log Name: System
Event Log Type: warning
Event Log Date Time: 2025-11-25 10:35:56",2025-11-25 08:45:57.000000,2026-03-14 14:13:58.560982,Other,8,2025-11-25,3.0,33
1267833812,NCentral,HOVDC005,10.108.6.37,Ocean Point Terminals (LTB),,Windows Event Log,Critical,"Event Log Module Status: 0
The Last Record Number of the eventlog type that current event entry belongs to: 0
# of duplicate events: 1.00 Events
Source: Microsoft-Windows-ActiveDirectory_DomainService
Category: LDAP Interface
Event ID: 1216
User (If Applicable): N/A
Computer: HOVDC005.hovensa.com
Event Description: Internal event: An LDAP client connection was closed because of an error. 
 
Client IP:
127.0.0.1:57310 
 
Additional Data 
Error value:
1236 The network connection was aborted by the local system. 
Internal ID:
c0602f7
Event Log Name: Directory Service
Event Log Type: warning
Event Log Date Time: 2025-11-25 10:32:01",2025-11-25 08:50:12.000000,2026-03-14 14:13:58.560982,Other,8,2025-11-25,3.0,36
1137839997,NCentral,GlacierVmProd2,10.10.6.6,Ambient Enterprises > Ambient Enterprises HCN (HAR),,CPU,Critical,"CPU Usage: 94.00 %
Top Process 1: minionhost
Top Process 2: MsMpEng
Top Process 3: QBDBMgrN
Top Process 4: QBW
Top Process 5: WmiPrvSE
PID of Process 1: 27392
PID of Process 2: 3796
PID of Process 3: 4648
PID of Process 4: 12052
PID of Process 5: 17196
User of Process 1: NT AUTHORITY\SYSTEM
User of Process 2: NT AUTHORITY\SYSTEM
User of Process 3: GLACIERVMPROD2\QBDataServiceUser34
User of Process 4: TGG\cnelson
User of Process 5: NT AUTHORITY\NETWORK SERVICE
CPU Usage for Process 1: 31.00 %
CPU Usage for Process 2: 8.00 %
CPU Usage for Process 3: 7.00 %
CPU Usage for Process 4: 4.00 %
CPU Usage for Process 5: 3.00 %",2025-11-25 08:40:46.000000,2026-03-14 14:13:58.560982,CPU Issue,8,2025-11-25,3.0,38
1266818120,NCentral,DC3,10.0.1.24,Wyffels,,CPU,Critical,"CPU Usage: 97.00 %
Top Process 1: MsMpEng
Top Process 2: SentinelAgent
Top Process 3: Rio
Top Process 4: TiWorker
Top Process 5: AutomationManager.AgentService
PID of Process 1: 3216
PID of Process 2: 3668
PID of Process 3: 5460
PID of Process 4: 1924
PID of Process 5: 3048
User of Process 1: NT AUTHORITY\SYSTEM
User of Process 2: NT AUTHORITY\SYSTEM
User of Process 3: NT AUTHORITY\SYSTEM
User of Process 4: NT AUTHORITY\SYSTEM
User of Process 5: NT AUTHORITY\SYSTEM
CPU Usage for Process 1: 21.00 %
CPU Usage for Process 2: 12.00 %
CPU Usage for Process 3: 6.00 %
CPU Usage for Process 4: 5.00 %
CPU Usage for Process 5: 4.00 %",2025-11-25 08:44:00.000000,2026-03-14 14:13:58.560982,CPU Issue,8,2025-11-25,3.0,2
48b9d8e74d4ef671529510be8e45e996,NCentral,GlacierVmProd2,10.10.6.6,Ambient Enterprises > Ambient Enterprises HCN (HAR),,CPU,Info,"CPU Usage: 85.00 %
 Top Process 1: minionhost
 Top Process 2: MsMpEng
 Top Process 3: QBDBMgrN
 Top Process 4: WmiPrvSE
 Top Process 5: QBW
 PID of Process 1: 27392
 PID of Process 2: 3796
 PID of Process 3: 4648
 PID of Process 4: 17196
 PID of Process 5: 29168
 User of Process 1: NT AUTHORITY\SYSTEM
 User of Process 2: NT AUTHORITY\SYSTEM
 User of Process 3: GLACIERVMPROD2\QBDataServiceUser34
 User of Process 4: NT AUTHORITY\NETWORK SERVICE
 User of Process 5: TGG\arowe
 CPU Usage for Process 1: 40.00 %
 CPU Usage for Process 2: 4.00 %
 CPU Usage for Process 3: 4.00 %
 CPU Usage for Process 4: 3.00 %
 CPU Usage for Process 5: 3.00 %",2025-11-25 08:55:53.000000,2026-03-14 14:13:58.560982,CPU Issue,8,2025-11-25,1.0,38
